stop_name,stop_lat,stop_lon
49th Ave SW & SW Stevens St,47.5772476,-122.394264
49th Ave SW & SW Hanford St,47.5755768,-122.39473
49th Ave SW & SW Hinds St,47.5736656,-122.394836
49th Ave SW & SW Spokane St,47.5718613,-122.394852
SW Charlestown St & 49th Ave SW,47.5703621,-122.395332
SW Charlestown St & 51st Ave SW,47.570385,-122.397789
Boston St & Nob Hill Ave N,47.6381874,-122.350853
SW Charlestown St & 53rd Ave SW,47.5704269,-122.400436
55th Ave SW & SW Charlestown St,47.5700226,-122.402939
55th Ave SW & SW Andover St,47.5683975,-122.402908
55th Ave SW & SW Dakota St,47.566803,-122.402924
55th Ave SW & SW Genesee St,47.5651665,-122.402939
SW Genesee St & 53rd Ave SW,47.5647659,-122.399849
SW Genesee St & 51st Ave SW,47.564743,-122.397217
Boston St & Bigelow Ave N,47.6381874,-122.348404
SW Genesee St & 49th Ave SW,47.5647202,-122.394455
SW Genesee St & 47th Ave SW,47.5646935,-122.391777
Glenn Way SW & 46th Ave SW,47.5644531,-122.390724
California Ave SW & Fauntleroy Way SW,47.5445862,-122.387329
5th Ave N & Newton St,47.6363068,-122.347221
California Ave SW & SW Willow St,47.5420494,-122.387352
California Ave SW & SW Myrtle St,47.5399513,-122.387367
California Ave SW & SW Othello St,47.5381966,-122.38739
California Ave SW & SW Webster St,47.5356102,-122.387421
SW Ida St & California Ave SW,47.5343018,-122.386986
SW Ida St & 41st Ave SW,47.5342941,-122.384811
41st Ave SW & SW Portland St,47.5326653,-122.384773
41st Ave SW & SW Monroe St,47.5313072,-122.384781
41st Ave SW & SW Southern St,47.5297165,-122.384796
SW Thistle St & 41st Ave SW,47.5284004,-122.384308
Taylor Ave N & Blaine St,47.6346283,-122.347504
SW Thistle St & 39th Ave SW,47.5283508,-122.382133
SW Thistle St & 37th Ave SW,47.5282898,-122.379471
SW Thistle St & 35th Ave SW,47.5282288,-122.377136
SW Thistle St & 34th Ave SW,47.5282173,-122.374924
SW Thistle St & 31st Ave SW,47.5282173,-122.372269
SW Thistle St & 28th Ave SW,47.5282135,-122.368759
SW Thistle St & 25th Ave SW,47.5282135,-122.364922
24th Ave SW & SW Cloverdale St,47.5265121,-122.363266
25th Ave SW & SW Trenton St,47.5244141,-122.364632
25th Ave SW & SW Henderson St,47.5229073,-122.364632
SW Barton St & 25th Ave SW - Bay 3,47.5210915,-122.364906
25th Ave SW & SW Barton St - Bay 4,47.521225,-122.364647
3rd Ave & Bell St,47.6144447,-122.344513
Taylor Ave N & Garfield St,47.6331444,-122.346046
Sylvan Way SW & High Point Dr SW,47.5433731,-122.370796
SW Morgan St & Lanham Pl SW,47.5447273,-122.373283
22nd Ave SW & 23rd Ave SW,47.5608673,-122.361275
22nd Ave SW & 23rd Ave SW,47.5608902,-122.361519
SW Oregon St & Delridge Way SW,47.5628281,-122.363037
N Northgate Way & Stone Ave N,47.7051163,-122.341866
N 105th St & Aurora Ave N,47.7051239,-122.345291
N 105th St & Fremont Ave N,47.7051392,-122.350388
N 105th St & Greenwood Ave N,47.7051506,-122.35524
Holman Rd NW & 3rd Ave NW,47.7023125,-122.361084
Holman Rd NW & 7th Ave NW,47.7003059,-122.365044
Holman Rd NW & 9th Ave NW,47.6982841,-122.369019
Holman Rd NW & 13th Ave NW,47.69627,-122.372993
Holman Rd NW & Mary Ave NW,47.6945343,-122.375755
Holman Rd NW & Mary Ave NW,47.6946983,-122.375343
Holman Rd NW & 13th Ave NW,47.6964302,-122.372337
Holman Rd NW & 9th Ave NW,47.6984406,-122.368393
Holman Rd NW & 7th Ave NW,47.7004395,-122.364433
Holman Rd NW & 3rd Ave NW,47.7024918,-122.36039
Holman Rd N & Greenwood Ave N,47.7046165,-122.356209
N 105th St & Fremont Ave N,47.7050056,-122.34977
N Northgate Way & Aurora Ave N,47.7049828,-122.344307
N Northgate Way & Stone Ave N,47.7049751,-122.341675
Gilman Ave W & 23rd Ave W,47.6554451,-122.385811
Gilman Ave W & 23rd Ave W,47.6553879,-122.386002
Thorndyke Ave W & W Blaine St,47.6348763,-122.391014
NE 7th St & Monroe Ave NE,47.4952126,-122.175766
NE 7th St & Kirkland Ave NE,47.4949188,-122.176804
NE Sunset Blvd & Union Ave NE,47.5036125,-122.163391
Duvall Ave NE & NE Sunset Blvd,47.5062637,-122.156372
Taylor Ave N & Lee St,47.6310921,-122.346359
Duvall Ave NE & NE 21st St,47.5112419,-122.155861
Duvall Ave NE & NE 23rd St,47.5117645,-122.156013
NE Sunset Blvd & Duvall Ave NE,47.5056,-122.157204
I-90 & Rainier Avenue Freeway Station,47.5900879,-122.306892
I-90 & Rainier Avenue Freeway Station,47.5904617,-122.307518
Taylor Ave N & Prospect St,47.6289711,-122.346329
5th Ave N & Valley St,47.6260185,-122.347656
5th Ave N & Republican St,47.6236115,-122.347672
5th Ave N & Broad St,47.6212883,-122.347694
5th Ave N & Denny Way,47.6192131,-122.34771
East Marginal Way S & S Lucile St,47.5536842,-122.336975
East Marginal Way S & S Hudson St,47.5576897,-122.339066
East Marginal Way S & S Alaska St,47.5599213,-122.339272
Federal Center South Acs & S Alaska St,47.5604858,-122.339706
East Marginal Way S & Diagonal Ave S,47.5625992,-122.339272
East Marginal Way S & S Idaho St,47.5645561,-122.339272
S 144th St & Macadam Rd S,47.4741135,-122.270378
S 144th St & 46th Ave S,47.4741707,-122.275299
S 144th St & 42nd Ave S,47.474247,-122.280884
Macadam Rd S & Southcenter Blvd,47.4648285,-122.261826
Macadam Rd S & S 152nd St,47.4665337,-122.265953
Macadam Rd S & S 150th St,47.4685287,-122.266701
53rd Ave S & S 144th St,47.4739952,-122.267715
East Marginal Way S & 40th Ave S,47.486412,-122.283134
S 133rd St & 44th Ave S,47.4848061,-122.279449
East Marginal Way S & S 128th St,47.4888992,-122.283646
East Marginal Way S & S 124th St,47.4929466,-122.285599
East Marginal Way S & S 120th Pl,47.495697,-122.286484
13th Ave & E Pike St,47.6143608,-122.31543
East Marginal Way S & S 116th St,47.4995346,-122.287766
Carleton Ave S & S Willow St,47.5414047,-122.321976
15th Ave & E Madison St,47.6147079,-122.312874
Carleton Ave S & S Warsaw St,47.5444565,-122.320992
S Bailey St & Carleton Ave S,47.5473671,-122.319695
13th Ave S & S Bailey St,47.5482674,-122.315994
Airport Way S & S Vale St,47.5494652,-122.317001
Airport Way S & S Doris St,47.5504532,-122.317986
Airport Way S & Corson Ave S,47.5523872,-122.319939
Airport Way S & S Edmunds St,47.5599518,-122.323166
Airport Way S & S Alaska St,47.5616684,-122.322983
Airport Way S & S Industrial Way,47.5644836,-122.322701
Airport Way S & S Adams St,47.5666084,-122.322578
Airport Way S & S Andover St,47.5683212,-122.322578
Airport Way S & S Charlestown St,47.570076,-122.322617
Airport Way S & S Spokane St,47.5710487,-122.322647
Airport Way S & S Bradford St,47.5686989,-122.322792
Airport Way S & S Dakota St,47.5666008,-122.322777
Airport Way S & S Industrial Way,47.5639,-122.32296
Airport Way S & S Snoqualmie St,47.5615807,-122.323189
Airport Way S & S Edmunds St,47.559597,-122.323364
Airport Way S & S Lucile St,47.5532036,-122.320976
Airport Way S & S Doris St,47.5498772,-122.317657
42nd Ave S & S 144th St,47.4739914,-122.281075
Military Rd S & S 128th St,47.4884872,-122.297234
Military Rd S & S 130th Pl,47.4864273,-122.296455
Military Rd S & S 133rd St,47.4839821,-122.295692
Military Rd S & S 135th St,47.4821014,-122.295189
Military Rd S & S 138th St,47.4795227,-122.294418
Military Rd S & S 140th St,47.4778862,-122.29348
S 144th St & Pacific Hwy S,47.4741821,-122.285812
S 144th St & 37th Ave S,47.4743385,-122.28698
Military Rd S & S 140th St,47.4782181,-122.293449
Military Rd S & S 138th St,47.4797554,-122.294342
Military Rd S & S 135th St,47.4827003,-122.295105
Military Rd S & S 133rd St,47.4841385,-122.295525
Military Rd S & S 130th Pl,47.4866295,-122.296303
East Marginal Way S & S 120th Pl,47.495369,-122.286583
East Marginal Way S & S 124th St,47.4919777,-122.285484
East Marginal Way S & S 128th St,47.489048,-122.283958
S 133rd St & 44th Ave S,47.4846687,-122.278961
East Marginal Way S & 40th Ave S,47.4864388,-122.283371
S 144th St & 51st Ave S,47.4739799,-122.270668
S 144th St & 53rd Ave S,47.4739723,-122.268204
Macadam Rd S & S 150th St,47.4681473,-122.266884
Macadam Rd S & S 152nd St,47.4665871,-122.266212
Macadam Rd S & Southcenter Blvd,47.4646645,-122.26207
3rd Ave W & W Cremona St,47.6490517,-122.360985
3rd Ave W & W Fulton St,47.6453094,-122.361
3rd Ave W & W Raye St,47.6430664,-122.361015
3rd Ave W & W Smith St,47.6415367,-122.361015
3rd Ave W & W Mcgraw St,47.6398392,-122.361031
Queen Anne Ave N & W Garfield St,47.6335716,-122.357094
W Mcgraw St & Queen Anne Ave N,47.6396637,-122.357246
W Mcgraw St & 3rd Ave W,47.6396637,-122.360527
3rd Ave W & W Smith St,47.641304,-122.360825
3rd Ave W & W Raye St,47.643425,-122.360809
3rd Ave W & W Armour St,47.6453362,-122.360794
3rd Ave W & W Dravus St,47.6490059,-122.360786
NW 85th St & 8th Ave NW,47.6905861,-122.365471
N 85th St & Greenwood Ave N,47.6906662,-122.355675
13th Ave S & S Bailey St,47.5477409,-122.316208
S Albro Pl & Stanley Ave S,47.5468597,-122.315018
Swift Ave S & 16th Ave S,47.549736,-122.312546
15th Ave S & S Lucile St,47.5537033,-122.31337
15th Ave S & S Pearl St,47.5558357,-122.313354
15th Ave S & S Shelton St,47.5581665,-122.313339
15th Ave S & S Angeline St,47.5608025,-122.313316
15th Ave S & S Oregon St,47.5633698,-122.313408
15th Ave S & S Spokane St,47.5718193,-122.313316
15th Ave S & S Hanford St,47.5752831,-122.313286
15th Ave S & S Stevens St,47.5770912,-122.313271
12th Ave S & S Jackson St,47.5994377,-122.317108
Boren Ave & E Yesler Way,47.6019592,-122.31797
Broadway & E Terrace St,47.6054497,-122.320648
Broadway & E Marion St,47.610157,-122.320663
9th Ave & Alder St,47.6040382,-122.323242
9th Ave & James St,47.6060219,-122.325058
9th Ave & Columbia St,47.6072083,-122.326141
9th Ave & Spring St,47.6090508,-122.327835
Broadway & E Union St,47.612896,-122.320663
Broadway & E Pine St,47.6151657,-122.320702
Broadway & E Pike St,47.6141396,-122.320885
9th Ave & Spring St,47.6091881,-122.328186
Broadway & E Union St,47.6127129,-122.320869
Broadway & Marion St,47.6099091,-122.320869
Broadway & Terrace St,47.6053848,-122.320854
Broadway & Terrace St,47.604641,-122.320854
Boren Ave & E Yesler Way,47.6018639,-122.318123
9th Ave & Marion St,47.6074829,-122.32663
3rd Ave & Virginia St,47.6123734,-122.341019
Cedar St & Denny Way,47.6185341,-122.347504
9th Ave & Cherry St,47.6060905,-122.325363
9th Ave & Alder St,47.6034737,-122.322968
15th Ave S & S Stevens St,47.5766754,-122.313477
15th Ave S & S Hanford St,47.5748978,-122.313492
15th Ave S & S Spokane St,47.571434,-122.313515
15th Ave S & S Oregon St,47.563385,-122.313614
15th Ave S & S Angeline St,47.5607033,-122.313515
15th Ave S & S Shelton St,47.5576782,-122.313545
15th Ave S & S Dawson St,47.5554199,-122.31356
15th Ave S & S Lucile St,47.5531693,-122.313576
15th Ave S & S Orcas St,47.5510826,-122.313599
5th Ave N & Broad St,47.6212997,-122.347504
Military Rd S & S 286th Pl,47.3449249,-122.301537
Military Rd S & S 282nd St,47.3490219,-122.299118
Military Rd S & S 282nd St,47.3483849,-122.29998
Military Rd S & S 286th Pl,47.3447113,-122.301689
5th Ave N & Republican St,47.6235886,-122.347466
SW 356th St & 18th Ave SW,47.2825623,-122.35701
21st Ave SW & SW 344th St,47.2938576,-122.360878
21st Ave SW & SW 338th St,47.2983437,-122.360825
21st Ave SW & SW 336th St,47.3014107,-122.360794
21st Ave SW & SW 334th St,47.3029289,-122.360809
21st Ave SW & SW 330th St,47.3057594,-122.360825
21st Ave SW & SW 325th Pl,47.3102188,-122.36084
Valley St & Taylor Ave N,47.6262093,-122.346382
21st Ave SW & SW 320th St,47.3148575,-122.361053
21st Ave SW & SW 325th Pl,47.3099785,-122.361031
21st Ave SW & SW 330th St,47.3056831,-122.361015
21st Ave SW & SW 334th St,47.3029976,-122.361015
21st Ave SW & SW 336th St,47.300251,-122.361
21st Ave SW & SW 339th St,47.2972603,-122.361046
Twin Lakes Park & Ride - Bay 2,47.2944527,-122.359009
Twin Lakes Park & Ride - Bay 1,47.2940826,-122.359009
SW 356th St & 21st Ave SW,47.2826118,-122.360443
Taylor Ave N & Prospect St,47.6291275,-122.346123
SW 340th St & 31st Ave SW,47.2970428,-122.373505
SW 336th Way & SW 340th Pl,47.2973747,-122.370552
SW 336th St & SW 337th St,47.2993202,-122.368156
SW 336th St & 26th Pl SW,47.300354,-122.366684
Taylor Ave N & Lee St,47.6313553,-122.346169
Taylor Ave N & Galer St,47.6325073,-122.345856
3rd Ave & Pine St,47.6107903,-122.338875
Taylor Ave N & 5th Ave N,47.6342468,-122.346237
N 130th St & Meridian Ave N,47.723278,-122.334511
N 130th St & Ashworth Ave N,47.723278,-122.340363
N 130th St & Aurora Ave N,47.7233047,-122.344543
N 130th St & Linden Ave N,47.7232895,-122.348434
N 130th St & Evanston Ave N,47.7232895,-122.351791
N 130th St & Greenwood Ave N,47.7231636,-122.35498
N 130th St & Dayton Ave N,47.723156,-122.352463
Four Freedoms Home & Linden Ave N,47.7260895,-122.348007
3rd Ave & Pike St,47.6097908,-122.337959
N 130th St & Linden Ave N,47.723156,-122.34774
N 130th St & Aurora Ave N,47.7231712,-122.344612
N 130th St & Ashworth Ave N,47.7231407,-122.339226
5th Ave N & Newton St,47.6367645,-122.347015
3rd Ave & Pike St,47.6090698,-122.337288
Boston St & 4th Ave N,47.6383247,-122.349785
Boston St & 2nd Ave N,47.6383286,-122.353424
Boston St & 1st Ave N,47.6384468,-122.356247
Martin L King Jr Way E & E John St,47.6200218,-122.296196
Martin L King Jr Way & E Olive St,47.6162415,-122.296265
Martin L King Jr Way & E Union St,47.6127281,-122.296303
Martin L King Jr Way & E Marion St,47.6097984,-122.296333
Martin L King Jr Way & E Cherry St,47.6076736,-122.296417
Martin L King Jr Way & E Alder St,47.6039925,-122.29689
Martin L King Jr Way S & S Jackson St,47.5989838,-122.297523
Martin L King Jr Way S & S Dearborn St,47.595295,-122.297752
Martin L King Jr Way S & S Irving St,47.5906296,-122.297348
Martin L King Jr Way S & S Dearborn St,47.5953522,-122.297523
Martin L King Jr Way & E Alder St,47.6045036,-122.2967
Martin L King Jr Way & E Cherry St,47.6075935,-122.296234
Martin L King Jr Way & E Marion St,47.6101913,-122.296127
Martin L King Jr Way & E Olive St,47.616684,-122.296059
Martin L King Jr Way E & E John St,47.6201057,-122.29599
Queen Anne Ave N & Mcgraw St,47.6397896,-122.356812
Queen Anne Dr & 2nd Ave N,47.6419945,-122.353287
Queen Anne Dr & 2nd Ave N,47.6421127,-122.353432
W Raye St & Queen Anne Ave N,47.6433144,-122.357094
Nob Hill Ave N & Galer St,47.6325569,-122.350685
Garfield St & 2nd Ave N,47.6332321,-122.35305
Blaine St & Warren Ave N,47.6349335,-122.354691
Queen Anne Ave N & Garfield St,47.6338272,-122.356873
Queen Anne Ave N & Crockett St,47.6374779,-122.356834
SE 128th St & 177th Pl SE,47.4876633,-122.104881
SE 128th St & 172nd Ave SE,47.4879036,-122.111603
SE 128th St & 168th Ave SE,47.4880333,-122.117271
SE 128th St & 164th Ave SE,47.4881287,-122.121468
SE 128th St & 160th Ave SE,47.4882507,-122.127037
SE 128th St & 156th Ave SE,47.4883614,-122.132011
NE 4th St & Rosario Ave NE,47.4884224,-122.138474
NE 4th St & Nile Ave NE,47.4884644,-122.143623
NE 4th St & Jericho Ave NE,47.4884949,-122.148804
3rd Ave & Union St,47.6082497,-122.336548
Queen Anne Ave N & W Crockett St,47.636879,-122.357056
NE 4th St & Jefferson Ave NE,47.4885101,-122.178925
Monroe Ave NE & NE 4th St,47.4892845,-122.174797
Monroe Ave NE & NE 6th Pl,47.4932213,-122.17495
Monroe Ave NE & NE 7th St,47.495533,-122.174988
NE 10th St & Monroe Ave NE,47.4986382,-122.175697
NE 10th St & Monroe Ave NE,47.4984818,-122.175545
Monroe Ave NE & NE 7th St,47.4951668,-122.175194
NE 7th St & Monroe Ave NE,47.4948273,-122.174171
NE 7th St & Queen Ave NE,47.4948158,-122.169281
NE 7th St & Shelton Ave NE,47.4953499,-122.167465
NE 7th St & Union Ave NE,47.4946098,-122.164551
Union Ave NE & NE 8th St,47.4960289,-122.16433
Union Ave NE & NE 10th St,47.4995346,-122.164467
Union Ave NE & NE 11th St,47.5015945,-122.164536
Blaine St & Queen Anne Ave N,47.6346703,-122.35656
Union Ave NE & NE 12th St,47.5031624,-122.164787
NE 12th St & NE 11th Pl,47.5030518,-122.166367
NE 12th St & Redmond Ave NE,47.5030823,-122.168922
NE 12th St & Olympia Ave NE,47.5031319,-122.172844
NE 12th St & Lynnwood Ave NE,47.5031624,-122.176437
Sunset Blvd NE & Kirkland Ave NE,47.5020638,-122.178596
NE 10th St & Index Ave NE,47.4994011,-122.179512
Sunset Blvd NE & NE 10th St,47.5001297,-122.180573
NE Sunset Blvd & Harrington Ave NE,47.4989014,-122.182312
Sunset Blvd NE & Edmonds Ave NE,47.5007973,-122.185303
Park Ave N & Lake Washington Blvd N,47.5006027,-122.201355
Park Ave N & N 8th St,47.4953194,-122.202339
Park Ave N & N 6th St,47.4916534,-122.202324
Park Ave N & N 4th St,47.4882278,-122.202278
Park Ave N & North 1st Street,47.4849091,-122.202309
Park Ave N & N 1st St,47.4832954,-122.202309
Bronson Way S & Mill Ave S,47.4820328,-122.203331
Main Ave S & S 4th St,47.4778595,-122.204361
S Grady Way & Wells Ave S,47.474617,-122.206009
Renton Transit Center - Bay 5,47.4809074,-122.20813
Renton Transit Center - Bay 6,47.4801102,-122.20813
Renton Transit Center - Bay 7,47.4798737,-122.20813
S 2nd St & Shattuck Ave S,47.4814034,-122.21463
Rainier Ave S & SW Victoria St,47.4830475,-122.217102
Renton Ave Ext & Hardie Ave NW,47.4843826,-122.219086
Taylor Ave NW & NW 2nd St,47.4846115,-122.219833
Taylor Ave NW & NW 3rd Pl,47.487442,-122.219795
Taylor Pl NW & NW 5th St,47.4903831,-122.221664
2nd Ave N & Garfield St,47.632946,-122.353325
Taylor Pl NW & NW 6th St,47.4915695,-122.222649
87th Ave S & NW 7th St,47.4938202,-122.222954
87th Ave S & S 118th St,47.4973564,-122.222893
87th Ave S & S 115th Pl,47.4995155,-122.222839
S 115th Pl & 85th Ave S,47.4997482,-122.225395
S 115th Pl & 84th Ave S,47.4997978,-122.227348
S 114th St & 80th Ave S,47.5009918,-122.232292
S 114th St & 78th Ave S,47.5014191,-122.235794
S 114th St & Cornell Ave S,47.5015335,-122.240944
Cornell Ave S & S 115th St,47.4994698,-122.24157
University St Stn & 3rd Av - Seneca Or University Street - Bay C,47.6072464,-122.335754
University Street Tunnel Station - Bay D,47.6076088,-122.336082
S Othello St & Rainier Ave S,47.5370293,-122.27076
S Othello St & 48th Ave S,47.537014,-122.273018
S Othello St & 46th Ave S,47.5371323,-122.275696
S Othello St & 44th Ave S,47.5371246,-122.278412
S Myrtle St & 39th Ave S,47.5388412,-122.283524
S Othello St & Martin L King Jr Way S,47.5371284,-122.28183
S Othello St & 39th Ave S,47.5371132,-122.283768
S Myrtle Pl & S Holly Park Dr,47.5375214,-122.287292
S Myrtle St & 32nd Ave S,47.5389481,-122.291908
S Myrtle St & Beacon Ave S,47.5390396,-122.29702
Swift Ave S & S Willow St,47.5406303,-122.301331
Swift Ave S & Mars Ave S,47.5427055,-122.303314
Swift Ave S & S Eddy St,47.5453911,-122.305962
Swift Ave S & 18th Ave S,47.5483131,-122.310143
East Marginal Way S & Ellis Ave S,47.5389175,-122.320854
East Marginal Way S & Corson Ave S,47.5404053,-122.323364
East Marginal Way S & S Brighton St,47.5425224,-122.326988
4th Ave S & S Michigan St,47.5457497,-122.329491
4th Ave S & S Front St,47.5479965,-122.329491
4th Ave S & S Fidalgo St,47.5503654,-122.329475
4th Ave S & S Orcas St,47.5520973,-122.32946
4th Ave S & S Lucile St,47.553772,-122.329445
4th Ave S & S Bennett St,47.55513,-122.32943
4th Ave S & S Industrial Way,47.5651627,-122.329323
4th Ave S & S Industrial Way,47.5689735,-122.328957
4th Ave S & S Spokane St,47.5710297,-122.329132
4th Ave S & Diagonal Ave S,47.5679398,-122.329269
4th Ave S & Diagonal Ave S,47.5643616,-122.329529
4th Ave S & S Dawson St,47.5553894,-122.329636
4th Ave S & S Brandon St,47.5538902,-122.329651
4th Ave S & S Mead St,47.5507851,-122.329681
4th Ave S & S Front St,47.5476532,-122.329689
East Marginal Way S & East Marginal Way S,47.542244,-122.32682
East Marginal Way S & Corson Ave S,47.5405807,-122.323952
Ellis Ave S & S Warsaw St,47.5438004,-122.319077
Ellis Ave S & S Myrtle St,47.5395432,-122.320457
East Marginal Way S & Ellis Ave S,47.5387955,-122.320946
Swift Ave S & 18th Ave S,47.54776,-122.309517
Swift Ave S & S Eddy St,47.5451317,-122.305954
Swift Ave S & Mars Ave S,47.5427818,-122.303574
Swift Ave S & S Willow St,47.5406494,-122.30162
S Myrtle St & Beacon Ave S,47.5388832,-122.295677
S Myrtle Pl & 32nd Ave S,47.5387497,-122.291283
S Myrtle Pl & S Holly Park Dr,47.5373154,-122.28714
S Othello St & 42nd Ave S,47.5369949,-122.280472
S Othello St & 44th Ave S,47.5369873,-122.277588
S Othello St & 46th Ave S,47.5368576,-122.274788
S Othello St & 48th Ave S,47.5368805,-122.272194
S Othello St & Rainier Ave S,47.5369148,-122.269875
74th Ave S & S 116th St,47.4992599,-122.24147
S 114th St & Cornell Ave S,47.5014,-122.240875
S 114th St & 78th Ave S,47.5012817,-122.235229
S 114th St & 80th Ave S,47.5008621,-122.232407
S 115th Pl & 84th Ave S,47.4996529,-122.226967
87th Ave S & S 115th Pl,47.4994011,-122.223045
87th Ave S & S 117th St,47.4978485,-122.223083
87th Ave S & S 120th St,47.4950104,-122.223152
Stevens Ave NW & S 123rd Pl,47.4928932,-122.223152
Taylor Pl NW & Lind Ave NW,47.4902191,-122.221764
Taylor Ave NW & NW 4th St,47.4878502,-122.220001
Taylor Ave NW & NW 2nd Pl,47.4857635,-122.220024
Renton Ave Ext & Hardie Ave SW,47.4840736,-122.219398
Rainier Ave S & Hayes Pl SW,47.4836235,-122.217361
S 3rd St & Rainier Ave S,47.4796753,-122.215805
S 3rd St & Shattuck Ave S,47.4796677,-122.212952
Renton Transit Center - Bay 10,47.4800987,-122.207756
Renton Transit Center - Bay 9,47.4805031,-122.207756
Renton Transit Center - Bay 8,47.4810448,-122.207756
S Grady Way & Wells Ave S,47.4752197,-122.204834
Main Ave S & S 4th St,47.4780731,-122.204155
Mill Ave S & Houser Way S,47.4805031,-122.202896
Mill Ave S & S 2nd St,47.4815979,-122.202881
Renton Transit Center - Bay 1,47.4807777,-122.208786
Renton Transit Center - Bay 2,47.4807777,-122.208549
Renton Transit Center - Bay 3,47.4804993,-122.208717
Renton Transit Center - Bay 4,47.4804993,-122.208199
Park Ave N & Bronson Way N,47.4831657,-122.202103
Park Ave N & N 2nd St,47.4851646,-122.202103
Park Ave N & N 3rd St,47.4868851,-122.202087
N 10th St & Park Ave N,47.4981079,-122.201111
Park Ave N & N 4th St,47.4887085,-122.202087
Park Ave N & N 6th St,47.4923897,-122.202118
Park Ave N & N 8th St,47.4961357,-122.202133
Park Ave N & Garden Ave N,47.5005188,-122.201187
NE Sunset Blvd & Edmonds Ave NE,47.5010643,-122.185928
Sunset Blvd NE & Harrington Ave NE,47.4991722,-122.181343
Sunset Blvd NE & NE 10th St,47.5007057,-122.179718
NE 10th St & Index Ave NE,47.4994125,-122.179878
NE 10th St & Kirkland Ave NE,47.4988327,-122.177872
Logan Ave N & N 3rd St,47.4875641,-122.208252
Logan Ave N & N 3rd St,47.4869003,-122.20874
Logan Ave N & N 6th St,47.4922752,-122.207352
Logan Ave N & N 6th St,47.4924316,-122.207527
Logan Ave N & N 10th St,47.498333,-122.205673
Logan Ave N & N 10th St,47.4978867,-122.206421
NE 12th St & Lynnwood Ave NE,47.5030212,-122.176682
NE 12th St & Pierce Pl NE,47.5030022,-122.17276
NE 12th St & Redmond Ave NE,47.5029488,-122.168922
NE 12th St & NE 11th Pl,47.5029106,-122.165833
Union Ave NE & NE 12th St,47.5025215,-122.164772
Union Ave NE & NE 11th St,47.5008278,-122.164719
Union Ave NE & NE 10th St,47.4992256,-122.164658
Union Ave NE & NE 8th St,47.4956741,-122.164528
Duvall Ave NE & NE 4th St,47.489193,-122.156235
Union Ave NE & NE 7th St,47.4943771,-122.164467
Duvall Ave NE & NE 6th St,47.4919167,-122.156303
Union Ave NE & NE 6th St,47.4919891,-122.164391
NE 8th St & Bremerton Ave NE,47.4958038,-122.160004
NE 7th St & Union Ave NE,47.4947433,-122.1651
NE 7th St & Shelton Ave NE,47.4954872,-122.167526
NE 7th St & Queen Ave NE,47.494957,-122.169632
NE 7th St & Monroe Ave NE,47.4949608,-122.174438
Union Ave NE & NE 4th St,47.4881859,-122.164268
Union Ave NE & NE 3rd Ct,47.4862747,-122.164268
Union Ave NE & NE 1st Pl,47.4839897,-122.164268
Monroe Ave NE & NE 7th Pl,47.4930077,-122.175156
Monroe Ave NE & NE 4th St,47.4896202,-122.175003
Vashon Ferry Dock & 103rd Ave SW,47.5101433,-122.463837
Vashon Ferry Dock & 103rd Ave SW,47.5101891,-122.464027
Vashon Hwy SW & SW Burton Dr,47.3894005,-122.46579
Vashon Hwy SW & SW 158th St,47.4627037,-122.460464
Dockton Rd SW & SW Ellisport Rd,47.4175339,-122.440353
SW 204th St & Vashon Hwy SW,47.4220123,-122.457008
Vashon Hwy SW & SW 204th St,47.4230804,-122.460396
Vashon Hwy SW & SW 204th St,47.4232597,-122.460587
3rd Ave & Seneca St,47.6065025,-122.334938
Vashon Hwy SW & SW 188th St,47.436657,-122.460396
SW 256th St & 75th Ave SW,47.3745842,-122.427757
75th Ave SW & SW 256th St,47.3747902,-122.427666
SW 264th St & 99th Ave SW,47.3672447,-122.460533
Vashon Hwy SW & SW 178th St,47.4449196,-122.460381
Vashon Hwy SW & SW Bank Rd,47.4476738,-122.460396
Vashon Hwy SW & SW 171st St,47.4521065,-122.460342
Vashon Hwy SW & SW 158th St,47.4625664,-122.460258
Vashon Hwy SW & Burma Rd SW,47.4963799,-122.468193
Vashon Hwy SW & SW 156th St,47.4661102,-122.46019
Vashon Hwy SW & SW 132nd Pl,47.4873199,-122.469467
Vashon Hwy SW & Burma Rd SW,47.4967041,-122.468002
Vashon Hwy SW & SW 156th St,47.4660797,-122.460381
Vashon Hwy SW & SW 171st St,47.4520302,-122.460548
Vashon Hwy SW & SW 178th St,47.4450645,-122.460587
SW 204th St & Monument Rd SW,47.4218864,-122.454712
SW Ellisport Rd & Dockton Rd SW,47.4174767,-122.440613
Vashon Hwy SW & SW Burton Dr,47.3893204,-122.465996
104th Ave SW & SW Burton Dr,47.3897858,-122.467514
Vashon Hwy SW & SW Bank Rd,47.4474602,-122.460602
SW Tahlequah Rd & Sr 163,47.3330269,-122.506729
Highline College Rdwy & S 240th St,47.3871994,-122.301849
Highline College,47.3871994,-122.299461
S 240th St & 21st Ave S,47.3866806,-122.306961
S 240th St & 18th Pl S,47.3867302,-122.310036
S 240th St & 16th Ave S,47.3867798,-122.312454
16th Ave S & S 242nd St,47.3847466,-122.313271
16th Ave S & S 245th St,47.3816681,-122.313271
16th Ave S & S 248th St,47.3795815,-122.313271
S 250th St & 15th Ave S,47.3778534,-122.314323
S 251st St & 11th Ave S,47.3771591,-122.319664
