stop_name,stop_lat,stop_lon
45th St NE & Nassau Ave NE,47.2974701,-122.402054
Northshore Pkwy NE & Norpoint Way NE,47.3009758,-122.405876
35th Ave SW & SW 327th St,47.3092575,-122.376846
Nassau Ave NE & Northshore Pkwy NE,47.2999573,-122.402641
Nassau Ave NE & 45th St NE,47.2973289,-122.401176
Nassau Ave NE & 44 St NE,47.2955475,-122.399704
Nassau Ave NE & Oakmont St NE,47.2911873,-122.399071
Nassau Ave NE & Inverness Dr NE,47.2887421,-122.399429
Browns Point Blvd & Mcmurray Rd NE,47.2832184,-122.396767
Browns Point Blvd & 33 St NE,47.2854156,-122.391792
45th Ave NE & Browns Point Blvd,47.2890129,-122.387459
45th Ave NE & 41st St NE,47.2933617,-122.38739
35th Ave SW & SW 325th St,47.3110771,-122.376709
45th Ave NE & 45th St NE,47.2972031,-122.387352
SW 325th St & 32nd Ave SW,47.310997,-122.373825
SW 327th St & 30th Ave SW,47.3093719,-122.371872
SW 327th St & 26th Ave SW,47.3087578,-122.366371
26th Ave SW & SW 323rd St,47.3111496,-122.366165
26th Ave SW & 27th Ave SW,47.3130951,-122.366875
26th Ave SW & SW 320th St,47.3147469,-122.366714
S 312th St & 6th Ave S,47.3224678,-122.327126
Aurora Ave N & Denny Way,47.6192589,-122.343925
S 312th St & 4th Ave S,47.322464,-122.329391
SW 312th St & 1st Ave S,47.322464,-122.33535
SW 312th St & 4th Ave SW,47.3224869,-122.339348
SW 312th St & 6th Pl SW,47.3228035,-122.342789
SW 312th St & 8th Ave SW,47.322464,-122.345688
SW 312th St & 10th Ct SW,47.3224525,-122.348732
SW 312th St & 14th Ave SW,47.3224487,-122.352287
SW 312th St & SW Dash Point Rd,47.3224525,-122.355743
SW 320th St & 21st Ave SW,47.3152466,-122.361443
4th Ave S & S Jackson St,47.5998268,-122.328972
45th Ave NE & 45th St NE,47.2971649,-122.387558
41st St NE & 45th Ave NE,47.2936058,-122.387093
41st St NE & 49th Ave NE,47.2936478,-122.382339
49th Ave NE & 42nd St NE,47.2948608,-122.382042
4th Ave S & S Jackson St,47.5988121,-122.328903
SW 336th St & 21st Ave SW,47.3007622,-122.361618
SW 336th St & 26th Pl SW,47.3005142,-122.366669
SW 336th Way & SW 337th St,47.2988472,-122.368912
SW 336th Way & SW 340th Pl,47.2974625,-122.370728
SW 340th St & 31st Ave SW,47.2971802,-122.373734
SE 264th St & 242nd Ave SE,47.3651619,-122.019043
SE Kent-Kangley Rd & Maple Vally - Black Diamond Rd SE,47.3614578,-122.021736
SE Kent-Kangley Rd & 235th Ave SE,47.3594589,-122.02874
SE 272nd St & Witte Rd SE,47.3580322,-122.044724
SE 272nd St & 213th Pl SE,47.3580666,-122.057671
SE 272nd St & 204th Ave SE,47.3581276,-122.070251
SE 272nd St & 201st Ave SE,47.358139,-122.074532
SE 272nd St & 195th Ave SE,47.3581543,-122.081322
SE 272nd St & 189th Ave SE,47.3581505,-122.089775
SE 272nd St & SE Wax Rd,47.3581276,-122.104828
Intl District Stn & S Jackson St - 5th Avenue S - Bay A,47.5984497,-122.32782
192nd Ave SE & SE 272nd St,47.3585434,-122.085938
192nd Ave SE & SE 269th St,47.3605957,-122.085579
Timberlane Way SE & SE 267th St,47.3629341,-122.085419
Timberlane Way SE & SE 265th St,47.3646965,-122.087387
Timberlane Way SE & Timberlane Dr SE,47.3659859,-122.089996
SE Timberlane Blvd & Timberlane Way SE,47.3673248,-122.094238
SE 262nd Pl & 184th Ave SE,47.3667564,-122.096443
SE 262nd Pl & 180th Ave SE,47.3669128,-122.101402
180th Ave SE & SE 266th Pl,47.3626823,-122.102112
SE 261st St & 180th Ave SE,47.3684769,-122.102409
SE 261st St & 177th Ave SE,47.3676987,-122.105377
176th Ave SE & SE 261st St,47.3671951,-122.106522
SE 264th St & 174th Ave SE,47.365612,-122.108978
SE 267th St & 172nd Ave SE,47.3647194,-122.110909
SE 267th St & 171st Ave SE,47.3632317,-122.114052
SE 267th St & 170th Ave SE,47.3622894,-122.115677
SE 268th St & 167th Pl SE,47.3617744,-122.118431
SE Wax Rd & SE 272nd St,47.3594437,-122.105568
SE 268th St & 165th Pl SE,47.3617554,-122.121017
SE 268th St & 164th Ave SE,47.3617439,-122.122871
SE 272nd St & 164th Ave SE,47.3581429,-122.123581
SE 272nd St & 156th Ave SE,47.3580437,-122.133232
SE 272nd St & 152nd Way SE,47.3580589,-122.136932
152nd Way SE & SE 272nd St,47.3588867,-122.139236
148th Ave SE & SE 267th St,47.3623619,-122.144119
SE 272nd St & 172nd Ave SE,47.358242,-122.110565
148th Ave SE & SE 266th St,47.3637047,-122.144119
148th Ave SE & SE 264th St,47.3652267,-122.144073
SE 263rd St & 147th Ave SE,47.3661575,-122.146263
SE 272nd St & 169th Pl SE,47.3582344,-122.116165
SE 263rd St & 144th Ave SE,47.3661613,-122.149086
SE 272nd St & 144th Ave SE,47.358078,-122.149582
144th Ave SE & SE 261st St,47.368084,-122.149445
SE 260th St & 143rd Ave SE,47.368866,-122.150986
140th Ave SE & SE 259th St,47.369854,-122.154732
140th Ave SE & SE 256th St,47.372303,-122.154716
SE 256th St & 138th Ave SE,47.3724747,-122.157051
SE 256th St & 135th Ave SE,47.3724861,-122.162025
132nd Ave SE & SE 256th St,47.3730621,-122.165314
132nd Ave SE & SE 248th St,47.3792152,-122.165306
SE 256th St & 132nd Ave SE,47.3724937,-122.16629
SE 256th St & 127th Ave SE,47.3724976,-122.171791
SE 256th St & 124th Ave SE,47.3724976,-122.176544
SE 256th St & 118th Pl SE,47.3725052,-122.182899
SE 256th St & 116th Ave SE,47.3725281,-122.188187
132nd Ave SE & SE 253rd Pl,47.3747406,-122.16552
132nd Ave SE & SE 253rd Pl,47.374897,-122.165314
SE 256th St & 113th Ave SE,47.3725853,-122.192299
SE 256th St & 109th Ave SE,47.3726692,-122.197266
SE 256th St & Kent Kangley Rd,47.3726387,-122.200386
SE 256th St & 101st Ave SE,47.3726158,-122.206009
7th Ave & Blanchard St,47.6168785,-122.340385
Canyon Dr SE & S 252nd St,47.3756065,-122.212158
Canyon Dr SE & 94th Ave S,47.3787231,-122.215714
Canyon Dr SE & Alvord Ave,47.3826065,-122.221405
E Smith St & Jason Ave N,47.3834534,-122.226105
E Smith St & State Ave N,47.3833809,-122.230232
E Gowe St & Central Ave S,47.3810349,-122.23156
State Ave N & E Smith St,47.383564,-122.229889
Canyon Dr SE & E Titus St,47.3831902,-122.224602
Canyon Dr SE & 94th Ave S,47.3787231,-122.215942
Canyon Dr SE & S 252nd St,47.3757629,-122.212624
SE 256th St & 101st Ave SE,47.3724823,-122.206009
SE 256th St & 106th Ave SE,47.3725052,-122.199821
SE 256th St & 109th Ave SE,47.3725204,-122.196312
SE 256th St & 113th Ave SE,47.3724327,-122.19149
SE 256th St & 116th Ave SE,47.3723755,-122.186096
SE 256th St & 118th Pl SE,47.3723717,-122.182434
SE 256th St & 124th Ave SE,47.3723679,-122.175713
SE 256th St & 128th Ave SE,47.372364,-122.170387
SE 256th St & 132nd Ave SE,47.3723526,-122.164742
SE 256th St & 135th Ave SE,47.3723526,-122.161644
SE 256th St & 138th Ave SE,47.3723412,-122.157547
SE 256th St & 140th Ave SE,47.3723373,-122.15522
140th Ave SE & SE 259th St,47.3696404,-122.154938
SE 260th St & 142nd Ave SE,47.3687325,-122.152336
144th Ave SE & SE 261st St,47.3679962,-122.149635
144th Ave SE & SE 263rd St,47.3664932,-122.14962
SE 263rd St & 147th Ave SE,47.366024,-122.145889
148th Ave SE & SE 264th St,47.3648987,-122.144295
148th Ave SE & SE 266th St,47.3632545,-122.14431
148th Ave SE & SE 267th St,47.3619537,-122.144318
152nd Way SE & SE 272nd St,47.3584557,-122.139236
SE 272nd St & 150th Pl SE,47.3580818,-122.141235
SE 272nd St & 152nd Ave SE,47.3579254,-122.137733
SE 272nd St & 156th Ave SE,47.3579254,-122.131477
SE 272nd St & 164th Ave SE,47.3580055,-122.123871
164th Ave SE & SE 272nd St,47.3588066,-122.122917
SE 268th St & 164th Ave SE,47.3616104,-122.122421
SE 272nd St & 172nd Ave SE,47.3580856,-122.110115
SE 268th St & 165th Pl SE,47.3616219,-122.12088
SE 272nd St & 169th Pl SE,47.3580971,-122.116043
Intl Distr Stn & S Jackson St - 5th Avenue S - Bay C,47.5976639,-122.328217
SE 268th St & 167th Pl SE,47.3616409,-122.117737
SE Wax Rd & 176th Pl SE,47.3589439,-122.106033
SE 267th St & 170th Ave SE,47.3622704,-122.115402
180th Ave SE & SE 267th Pl,47.3625641,-122.101921
SE 267th St & 171st Ave SE,47.3632698,-122.113625
SE 264th St & 172nd Ave SE,47.3647423,-122.110481
SE 272nd St & 201st Ave SE,47.3580055,-122.075211
SE 264th St & 174th Ave SE,47.3656921,-122.108459
SE 272nd St & 204th Ave SE,47.3579903,-122.070091
SE 262nd St & 176th Ave SE,47.3666687,-122.106537
SE 261st St & 177th Ave SE,47.3675613,-122.105263
SE 272nd St & 213th Pl SE,47.3579292,-122.057289
SE 261st St & 179th Ave SE,47.3679276,-122.102913
SE 262nd Pl & 180th Ave SE,47.3667755,-122.101494
SE 272nd St & 228th Ave SE,47.3578949,-122.038887
SE 262nd Pl & 184th Ave SE,47.3666267,-122.096169
SE Kent-Kangley Rd & 235th Ave SE,47.3593903,-122.028519
SE Timberlane Blvd & Timberlane Way SE,47.3673553,-122.093788
Timberlane Way SE & Timberlane Dr SE,47.3658257,-122.089935
Timberlane Way SE & SE 265th St,47.3643456,-122.087166
192nd Ave SE & SE 267th St,47.3620224,-122.085335
NE Redmond Fall City Rd & 185th Ave NE,47.6607628,-122.094772
SE 272nd St & 209th Ave SE,47.3580856,-122.063614
192nd Ave SE & SE 270th Pl,47.3589478,-122.086159
SE 272nd St & 207th Ave SE,47.3579636,-122.065422
188th Ave NE & Redmond Fall City Rd,47.6580009,-122.087822
NE Redmond Fall City Rd & 188th Ave NE,47.6573296,-122.087685
NE 65th St & 188th Ave NE,47.6635208,-122.087875
NE 65th St & 185th Ave NE,47.6640472,-122.093262
Aurora Ave N & Denny Way,47.6180878,-122.34346
Mercer Village Shopping Center & SE 68th St,47.5419197,-122.224236
SE 68th St & Island Crest Way,47.5420189,-122.22184
International District Tunnel Station - Bay D,47.598381,-122.328186
Dexter Ave N & Denny Way,47.6189423,-122.3423
SE 70th Pl & 92nd Ave SE,47.5406113,-122.216408
E Mercer Way & SE 70th Pl,47.5403023,-122.212936
E Mercer Way & SE 72nd St,47.5370789,-122.212967
E Mercer Way & SE 76th St,47.5348778,-122.214615
E Mercer Way & SE 76th St,47.5341301,-122.216187
E Mercer Way & SE 79th St,47.5312653,-122.219498
E Mercer Way & Avalon Dr,47.5304146,-122.220695
E Mercer Way & Avalon Dr,47.5282173,-122.225502
E Mercer Way & SE 85th St,47.5263481,-122.227745
S Washington St & 4th Ave S,47.6008034,-122.329048
W Mercer Way & Lake View Ln,47.5303574,-122.235466
W Mercer Way & W Shuck Park Dr,47.5321503,-122.238495
W Mercer Way & SE 76th St,47.5349083,-122.240501
W Mercer Way & W Ridge Rd,47.5371208,-122.239838
W Mercer Way & Meadow Ln,47.5386505,-122.237732
W Mercer Way & SE 70th St,47.5405197,-122.235764
W Mercer Way & SE 67th St,47.5433922,-122.233879
W Mercer Way & SE 65th St,47.5456085,-122.232567
W Mercer Way & 82nd Ave SE,47.5468216,-122.231308
W Mercer Way & Tillicum Ln,47.5490303,-122.230972
W Mercer Way & SE 58th St,47.5503502,-122.230629
W Mercer Way & SE 57th Pl,47.5522537,-122.229408
W Mercer Way & 82nd Ave SE,47.5545654,-122.229233
W Mercer Way & 84th Pl SE,47.5553322,-122.226418
W Mercer Way & W Mercer Pl,47.5558319,-122.225517
W Mercer Way & 86th Ave SE,47.5587082,-122.226021
W Mercer Way & 84th Ave SE,47.5602112,-122.226776
W Mercer Way & SE 46th St,47.5634842,-122.22776
W Mercer Way & SE 45th St,47.5653381,-122.228073
W Mercer Way & Merrimount Dr,47.5670471,-122.228821
W Mercer Way & Evergreen Ln,47.5692596,-122.229538
W Mercer Way & West Mercer Elementary School,47.57061,-122.230461
78th Ave SE & W Mercer Way,47.5723877,-122.234413
W Mercer Way & SE 40th St,47.5745239,-122.239395
W Mercer Way & SE Maker St,47.5774612,-122.244781
W Mercer Way & SE Maker St,47.5786247,-122.24575
W Mercer Way & SE 32nd St,47.5823097,-122.248604
W Mercer Way & SE 28th St,47.585968,-122.248306
4th Ave S & S Washington St,47.601223,-122.328888
Aurora Ave N & Prospect St,47.6290703,-122.343353
W Mercer Way & Evergreen Ln,47.5690842,-122.229698
W Mercer Way & Merrimount Dr,47.5670013,-122.229027
W Mercer Way & SE 45th St,47.5654106,-122.228371
W Mercer Way & SE 48th St,47.5618935,-122.22776
W Mercer Way & 84th Ave SE,47.5601997,-122.227036
W Mercer Way & 84th Ave SE,47.5582352,-122.225952
W Mercer Way & W Mercer Pl,47.5556679,-122.226013
W Mercer Way & 82nd Ave SE,47.555088,-122.228745
W Mercer Way & Bonney St,47.5542183,-122.229561
W Mercer Way & SE 58th St,47.5502396,-122.230843
W Mercer Way & Tillicum Ln,47.5488739,-122.231232
Aurora Ave N & Galer St,47.6323738,-122.343315
W Mercer Way & 79th Ave SE,47.546875,-122.231499
W Mercer Way & 79th Ave SE,47.5457306,-122.232689
W Mercer Way & Eden Ln W,47.5416183,-122.23452
W Mercer Way & SE 70th St,47.5403328,-122.236267
W Mercer Way & Meadow Ln,47.5386887,-122.237923
W Mercer Way & W Ridge Rd,47.5371246,-122.240067
W Mercer Way & SE 76th St,47.5348358,-122.240685
W Mercer Way & W Shuck Park Dr,47.5320625,-122.238647
W Mercer Way & Sea Shore Ave,47.5290871,-122.232445
W Mercer Way & SE 85th St,47.5271568,-122.229614
Aurora Ave N & Crockett St,47.6374054,-122.344185
E Mercer Way & SE 85th St,47.5262108,-122.227829
E Mercer Way & Avalon Dr,47.5281258,-122.225327
E Mercer Way & Avalon Dr,47.5293274,-122.222168
E Mercer Way & SE 79th St,47.5311661,-122.21936
E Mercer Way & SE 76th St,47.5337906,-122.216309
E Mercer Way & SE 76th St,47.5348549,-122.214386
E Mercer Way & SE 72nd St,47.5376663,-122.212456
E Mercer Way & SE 70th Pl,47.5404167,-122.212746
SE 70th Pl & 94th Ave SE,47.540329,-122.214218
SE 70th Pl & 93rd Ave SE,47.5394325,-122.215271
Aurora Ave N & Lynn St,47.6390457,-122.345306
SE 68th St & Island Crest Way,47.5421524,-122.221519
84th Ave SE & SE 72nd St,47.5382423,-122.227226
84th Ave SE & SE 72nd St,47.536541,-122.227242
SE 78th St & 84th Ave SE,47.5329247,-122.226654
Island Crest Way & SE 78th St,47.5338593,-122.221695
Island Crest Way & SE 71st St,47.5394821,-122.221626
77th Ave SE & SE 27th St,47.5874672,-122.235123
Island Crest Way & SE 68th St,47.5419807,-122.221573
Island Crest Way & SE 63rd St,47.5460968,-122.221558
Island Crest Way & SE 61st St,47.5483475,-122.221542
Aurora Ave N & Halladay St,47.6419754,-122.346672
Island Crest Way & SE 58th St,47.5506821,-122.221527
Island Crest Way & SE 54th St,47.5537682,-122.221504
Island Crest Way & SE 53rd St,47.5561218,-122.220863
Island Crest Way & SE 48th St,47.560154,-122.220612
Island Crest Way & SE 47th St,47.5621109,-122.222198
Island Crest Way & 86th Ave SE,47.5642204,-122.224045
N Mercer Way & Fortuna Dr,47.5798683,-122.214302
N Mercer Way & SE Shoreland Dr,47.584362,-122.222961
N Mercer Way & Mercer Park Ln,47.5856667,-122.225883
SE 26th St & 82nd Pl SE,47.587326,-122.228554
86th Ave SE & SE 45th St,47.5658646,-122.224136
86th Ave SE & SE 44th St,47.5672531,-122.224167
86th Ave SE & SE 42nd St,47.5711517,-122.224152
86th Ave SE & SE 40th St,47.5743942,-122.224167
Aurora Ave N & N 38th St,47.6526146,-122.346741
Island Crest Way & SE 39th St,47.5768776,-122.228142
70th Ave SE & 69th Ave SE,47.5860138,-122.244873
72nd Ave SE & SE 29th St,47.5847816,-122.243042
78th Ave SE & SE 28th St,47.5856285,-122.233711
80th Ave SE & SE 28th St,47.5858498,-122.231827
Island Crest Way & SE 32nd St,47.58181,-122.230766
Island Crest Way & 82nd Ave SE,47.5777054,-122.229301
SE 40th St & Island Crest Way,47.5745201,-122.226326
86th Ave SE & SE 40th St,47.574173,-122.224373
86th Ave SE & SE 42nd St,47.5709877,-122.224342
86th Ave SE & SE 44th St,47.5673637,-122.224373
86th Ave SE & SE 44th Pl,47.5661583,-122.224342
Island Crest Way & SE 46th St,47.5637665,-122.223907
Island Crest Way & SE 47th St,47.5616074,-122.221977
Island Crest Way & SE 48th St,47.5597992,-122.220665
Island Crest Way & SE 53rd St,47.5559196,-122.22123
Island Crest Way & SE 54th St,47.5538521,-122.22171
Fremont Ave N & N 39th St,47.6543999,-122.349815
Island Crest Way & SE 58th St,47.5507126,-122.221733
Island Crest Way & SE 61st St,47.5484047,-122.221748
Island Crest Way & SE 63rd St,47.545845,-122.221764
Island Crest Way & SE 68th St,47.5422783,-122.221786
Island Crest Way & SE 68th St,47.5417824,-122.221779
Island Crest Way & SE 71st St,47.5394325,-122.221832
Island Crest Way & SE 78th St,47.533577,-122.221909
SE 78th St & 84th Ave SE,47.5330467,-122.227005
84th Ave SE & SE 72nd St,47.5368347,-122.227036
84th Ave SE & SE 72nd St,47.538681,-122.227226
SE 32nd St & 78th Ave SE,47.5817642,-122.234016
78th Ave SE & SE 40th St,47.5748825,-122.234863
78th Ave SE & SE 40th St,47.5749855,-122.235069
78th Ave SE & SE 32nd St,47.5826569,-122.233742
78th Ave SE & SE 32nd St,47.5824203,-122.233551
78th Ave SE & SE 28th St,47.5857162,-122.233513
78th Ave SE & SE 37th St,47.577652,-122.234619
78th Ave SE & SE 37th St,47.5777588,-122.234383
SE 40th St & 81st Ave SE,47.5746307,-122.231392
SE 40th St & 80th Ave SE,47.5744972,-122.231842
Fremont Ave N & N 41st St,47.6569023,-122.349854
NE 68th St & 180th Ave NE,47.6669731,-122.098885
Willows Rd NE & NE 95th St,47.6858521,-122.145935
Willows Rd NE & NE 100th St,47.688839,-122.148941
Fremont Ave N & N 42nd St,47.6580009,-122.349899
92nd Ave SE & SE 42nd St,47.5710373,-122.21627
4th Ave & James St,47.6031265,-122.330086
N 43rd St & Fremont Ave N,47.6590233,-122.350403
70th Ave SE & SE 24th St,47.5894241,-122.244995
Coal Creek Parkway Freeway Station,47.5681114,-122.180031
SE 24th St & 70th Ave SE,47.5890884,-122.245216
W Mercer Way & SE 24th St,47.5923271,-122.246719
W Mercer Way & 70th Ave SE,47.5945091,-122.24511
SE 22nd St & 74th Ave SE,47.5923157,-122.240875
SE 63rd St & 155th Ave SE,47.5454216,-122.132339
SE 63rd St & 155th Ave SE,47.545639,-122.132248
N Mercer Way & 80th Ave SE - Bay 2,47.5884247,-122.232147
N Mercer Way & 80th Ave SE - Bay 1,47.5887222,-122.23262
76th Ave SE & SE 24th St,47.5890198,-122.237595
N Mercer Way & 76th Ave SE,47.5899429,-122.236366
Phinney Ave N & N 43rd St,47.6592865,-122.354279
Factory Outlet Mall & Mount Si Blvd,47.4902,-121.795082
Bendigo Blvd N & W 2nd St,47.4961815,-121.786293
Bendigo Blvd N & Sidney Ave N,47.4987106,-121.786285
Railroad Ave SE & SE Newton St,47.5259361,-121.823112
Railroad Ave SE & SE Northern St,47.5322876,-121.827766
Bendigo Blvd N & Sydney Ave,47.4983368,-121.785835
Bendigo Blvd N & W 2nd St,47.496151,-121.786079
Douglas Ave SE & Baker Ave SE,47.5298767,-121.878258
Railroad Avenue Southeast Ave SE & SE Northern St,47.5321922,-121.827934
Railroad Ave SE & Snoqualmie Pkwy,47.5362968,-121.830978
Railroad Ave SE & SE River St,47.5269737,-121.824104
Phinney Ave N & N 46th St,47.6624184,-122.353882
Snoqualmie Pkwy & Better Way Loop SE,47.5344925,-121.839302
Snoqualmie Pkwy & Better Way Loop SE,47.5349007,-121.844246
Snoqualmie Pkwy & Railroad Ave SE,47.5367775,-121.832123
Snoqualmie Pkwy & Orchard Ave SE,47.5329437,-121.850639
Snoqualmie Pkwy & Orchard Ave SE,47.5328178,-121.850433
Snoqualmie Pkwy & Fisher Ave SE,47.5312119,-121.857124
Fairway Ave SE & Aspen Ln,47.5319061,-121.868111
Fairway Ave SE & SE Ridge St,47.5340919,-121.867714
SE Ridge St & Center Blvd SE,47.5316505,-121.873795
SE Ridge St & Douglas Ave SE,47.5324402,-121.877708
Snoqualmie Pkwy & Swenson Dr SE,47.5242996,-121.88002
I-90 & 270th Ave SE,47.5308762,-121.979233
Snoqualmie Pkwy & Swenson Dr SE,47.524456,-121.879623
Snoqualmie Pkwy & Fisher Ave SE,47.5311165,-121.856415
Snoqualmie Pkwy & SE Jacobia St,47.5167694,-121.879532
Snoqualmie Pkwy & SE Jacobia St,47.5166435,-121.879189
12th Ave NW & NW Mall St,47.5445061,-122.057579
12th Ave NW & NW Mall St,47.5442581,-122.057388
Lake Dr & 12th Ave NW,47.5499611,-122.056702
12th Ave NW & Lake Dr,47.5502052,-122.057205
SE Bush St & Rainier Blvd S,47.5284081,-122.034187
Maple St NW & NW Gilman Blvd,47.5435867,-122.05101
Maple St NW & NW Gilman Blvd,47.5437317,-122.050362
Lake Dr & 11th Ave NW,47.549839,-122.054337
10th Ave NW & Lake Dr,47.5503693,-122.049644
NW Gilman Blvd & 12th Ave NW,47.545639,-122.057617
Front St N & NE Crescent Dr,47.5356293,-122.036514
SE 56th St & 221st Pl SE,47.551899,-122.046417
SE 56th St & East Lake Sammamish Pkwy SE,47.5518837,-122.044052
SE 56th St & East Lake Sammamish Pkwy SE,47.552021,-122.044327
NW Sammamish Rd & 11th Ave NW,47.5519066,-122.053833
NW Sammamish Rd & 11th Ave NW,47.5520439,-122.053833
Lake Dr & 11th Ave NW,47.5498505,-122.055008
I-90 & 270th Ave SE,47.5317726,-121.980644
E Sunset Way & 6th Ave NE,47.5300484,-122.025803
220th Ave SE & SE 56th St,47.5522881,-122.046318
E Sunset Way & 5th Ave NE,47.5300636,-122.028976
East Lake Sammamish Pkwy SE & SE 56th St,47.5537949,-122.044449
E Sunset Way & 3rd Ave NE,47.5301094,-122.031731
E Sunset Way & 1st Ave NE,47.5301666,-122.035011
SE Bush St & Rainier Blvd S,47.5282669,-122.034203
SE Clark St & 2nd Ave SE,47.5275269,-122.033264
NE Blakely Dr & 8th Ave NE,47.5364876,-122.020981
Front St N & NE Alder St,47.5321922,-122.036377
Issaquah Highlands Park & Ride - Bay 1,47.5459557,-122.020042
Front St N & NE Dogwood St,47.5342865,-122.036339
9th Ave NE & NE Ellis Dr,47.5406837,-122.020355
Front St N & NW Holly St,47.5368576,-122.036484
Issaquah Transit Center - Bay 2,47.5422783,-122.062332
NW Gilman Blvd & Front St N,47.5384331,-122.036812
NW Gilman Blvd & 4th Ave NW,47.5418549,-122.043327
NW Gilman Blvd & 12th Ave NW,47.5457726,-122.057861
NW Gilman Blvd & 4th Ave NW,47.5417747,-122.043533
Issaquah Highlands Park & Ride - Bay 4,47.5455666,-122.019287
NW Gilman Blvd & 17th Ave NW,47.5457573,-122.061508
NW Gilman Blvd & 17th Ave NW,47.5456238,-122.06131
Issaquah Highlands Park & Ride - Bay 3,47.5457039,-122.019318
NW Gilman Blvd & Rainier Blvd N,47.5398483,-122.03968
NW Maple St & 12th Ave NW,47.542923,-122.056854
NW Gilman Blvd & NW Juniper St,47.540329,-122.03994
SE 51st St & 220th Ave SE,47.5563469,-122.047798
10th Ave NW & Lake Dr,47.5508537,-122.049942
220th Ave SE & SE 51st St,47.5542488,-122.047699
Issaquah Transit Center - Bay 1,47.5426292,-122.062294
Newport Way NW & NW Newport Way,47.542202,-122.052933
NW Gilman Blvd & 7th Ave NW,47.5431442,-122.047211
NW Sammamish Rd & 17th Ave NW,47.5520515,-122.061058
NW Sammamish Rd & 15th Pl NW,47.5519485,-122.067192
Issaquah Transit Center - Bay 3,47.5416718,-122.062355
NW Gilman Blvd & 7th Ave NW,47.54319,-122.046623
West Lake Sammamish Pkwy SE & SE 51st St,47.5560913,-122.079422
West Lake Sammamish Pkwy SE & 193rd Pl SE,47.5569954,-122.081757
Issaquah Transit Center - Bay 6,47.5418243,-122.062294
West Lake Sammamish Pkwy SE & 192nd Ave SE,47.5588646,-122.085716
Issaquah Transit Center - Bay 5,47.5421715,-122.062248
Issaquah Transit Center - Bay 4,47.5424767,-122.062225
West Lake Sammamish Pkwy SE & 188th Ave SE,47.5618668,-122.089378
West Lake Sammamish Pkwy SE & 184th Ave SE,47.5641518,-122.09584
Phinney Ave N & N 50th St,47.6649513,-122.353859
West Lake Sammamish Pkwy SE & 182nd Ave SE,47.5658951,-122.097778
West Lake Sammamish Pkwy SE & Lakemont Blvd SE,47.5672722,-122.098351
SE Newport Way & 172nd Ave SE,47.5704651,-122.113434
SE Newport Way & 165th Pl SE,47.5717239,-122.118477
220th Ave SE & SE 51st St,47.555645,-122.04863
SE Newport Way & 163rd Ave SE,47.5723724,-122.122559
SE Newport Way & 161st Ave SE,47.5729599,-122.126465
SE Newport Way & 156th Ave SE,47.5713158,-122.131783
SE Newport Way & 152nd Ave SE,47.570343,-122.136314
SE Newport Way & 151st Ave SE,47.5714645,-122.140251
SE Allen Rd & 142nd Ave SE,47.5727158,-122.149399
SE Allen Rd & 140th Ave SE,47.5728531,-122.152489
SE Allen Rd & 139th Ave SE,47.5730667,-122.154541
SE Allen Rd & SE Newport Way,47.57164,-122.158569
SE Newport Way & SE 42nd Pl,47.56987,-122.164757
SE Newport Way & SE 42nd Pl,47.5700226,-122.164459
SE Newport Way & 133rd Ave SE,47.5714149,-122.163475
SE Newport Way & 129th Pl SE,47.5685081,-122.168114
Factoria Blvd SE & Coal Creek Pkwy SE,47.5649796,-122.170982
4th Ave & Cherry St,47.6043205,-122.331169
Phinney Ave N & N 53rd St,47.666893,-122.354324
Coal Creek Pkwy SE & 124th Ave SE,47.5662422,-122.174431
124th Ave SE & SE 44th St,47.5689011,-122.1744
Newport High School & 124th Ave SE,47.5678253,-122.174049
Coal Creek Pkwy SE & 124th Ave SE,47.5660782,-122.174332
SE 41st Pl & 124th Ave SE,47.5719833,-122.17392
Factoria Blvd SE & Coal Creek Pkwy SE,47.5650482,-122.17067
SE Newport Way & Factoria Blvd SE,47.5682793,-122.168648
SE Allen Rd & SE Newport Way,47.5715485,-122.158417
SE 56th St & 123rd Ave SE,47.5529022,-122.175941
SE Allen Rd & 139th Ave SE,47.5729446,-122.154419
Phinney Ave N & N 55th St,47.6683464,-122.354309
SE Allen Rd & 140th Ave SE,47.5727348,-122.15271
SE Allen Rd & 142nd Ave SE,47.5725784,-122.14946
SE 36th St & 142nd Pl SE,47.5786324,-122.150604
146th Ave SE & SE Eastgate Dr,47.5753708,-122.146385
146th Ave SE & SE Eastgate Dr,47.5750122,-122.146179
SE Allen Rd & 146th Ave SE,47.5727043,-122.14621
SE Allen Rd & 146th Ave SE,47.5725746,-122.146141
SE Newport Way & 151st Ave SE,47.5712662,-122.140495
SE Newport Way & 152nd Ave SE,47.5704308,-122.13681
SE Newport Way & 156th Ave SE,47.571003,-122.13192
SE Newport Way & 161st Ave SE,47.5727921,-122.126305
SE Newport Way & 163rd Ave SE,47.572258,-122.122162
SE Newport Way & 165th Pl SE,47.5716019,-122.118561
SE Newport Way & Lakemont Blvd SE,47.563652,-122.099731
Lakemont Blvd SE & SE Newport Way,47.5635834,-122.098862
SE Newport Way & SE 42nd Pl,47.569912,-122.111221
West Lake Sammamish Pkwy SE & 182nd Ave SE,47.5656319,-122.097878
West Lake Sammamish Pkwy SE & 184th Ave SE,47.5639305,-122.095787
